full_name,gender,type,state,district,full_district,party,personal_twitter,official_twitter,partisan_lean_2018,partisan_lean_2020,last_name,first_name,middle_name,suffix,url,address,phone,contact_form,rss_url,facebook,youtube,youtube_id,bioguide_id,thomas_id,opensecrets_id,lis_id,fec_ids,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,washington_post_id,icpsr_id,wikipedia_id
Margaret Wood Hassan,F,sen,NH,,NaN,D,Maggie_Hassan,Senatorhassan,R+2,R+1,Hassan,Margaret,Wood,,https://www.hassan.senate.gov,324 Hart Senate Office Building Washington DC 20510,202-224-3324,https://www.hassan.senate.gov/content/contact-senator,,SenatorHassan,,,H001076,,N00038397,S388,S6NH00091,67481.0,412680,42552.0,Maggie Hassan,,41702.0,Maggie Hassan
Robert Menendez,M,sen,NJ,,NaN,D,BobMenendezNJ,SenatorMenendez,D+13,D+11,Menendez,Robert,,,https://www.menendez.senate.gov,528 Hart Senate Office Building Washington DC 20510,202-224-4744,https://www.menendez.senate.gov/contact,http://www.menendez.senate.gov/rss/feeds/index.cfm?type=news,senatormenendez,SenatorMenendezNJ,UC0PV0K9Z5a9p3D5917KF5fw,M000639,791.0,N00000699,S306,"H2NJ13075,S6NJ00289",29608.0,400272,26961.0,Bob Menendez,,29373.0,Bob Menendez
Cory A. Booker,M,sen,NJ,,NaN,D,CoryBooker,SenBooker,D+13,D+11,Booker,Cory,Anthony,,https://www.booker.senate.gov,717 Hart Senate Office Building Washington DC 20510,202-224-3224,https://www.booker.senate.gov/?p=contact,,,SenCoryBooker,UC6FlymqNS1VettnVZa7goPA,B001288,2194.0,N00035267,S370,S4NJ00185,84679.0,412598,76151.0,Cory Booker,,41308.0,Cory Booker
Martin Heinrich,M,sen,NM,,NaN,D,TeamHeinrich,MartinHeinrich,D+7,D+8,Heinrich,Martin,,,https://www.heinrich.senate.gov,303 Hart Senate Office Building Washington DC 20510,202-224-5521,http://www.heinrich.senate.gov/contact,,MartinHeinrich,SenMartinHeinrich,UCBxh8IK5sMxY0Ln_0G2NYcg,H001046,1937.0,N00029835,S359,"H8NM01224,S2NM00088",1030686.0,412281,74517.0,Martin Heinrich,,20930.0,Martin Heinrich
Ben Ray Luján,M,sen,NM,,NaN,D,benraylujan,SenatorLujan,D+7,D+8,Luján,Ben,Ray,,https://www.lujan.senate.gov,B40C Dirksen Senate Office Building Washington DC 20510,202-224-6621,https://www.lujan.senate.gov,,,,,L000570,1939.0,N00029562,S409,"H8NM03196,S0NM00058",1031351.0,412293,102842.0,Ben Ray Luján,,20932.0,Ben Ray Luján
Catherine Cortez Masto,F,sen,NV,,NaN,D,CatherineForNV,sencortezmasto,R+1,R+1,Cortez Masto,Catherine,,,https://www.cortezmasto.senate.gov,516 Hart Senate Office Building Washington DC 20510,202-224-3542,https://www.cortezmasto.senate.gov/contact,,SenatorCortezMasto,,UCip_83SiKUqwnUT57VOXrCg,C001113,,N00037161,S385,S6NV00200,105698.0,412681,69579.0,Catherine Cortez Masto,,41700.0,Catherine Cortez Masto
Jacky Rosen,F,sen,NV,,NaN,D,RosenforNevada,SenJackyRosen,R+1,R+1,Rosen,Jacky,,,https://www.rosen.senate.gov,144 Russell Senate Office Building Washington DC 20510,202-224-6244,https://www.rosen.senate.gov/contact_jacky,,RepJackyRosen,,,R000608,,N00038734,S402,"H6NV03139,S8NV00156",104738.0,412715,169471.0,,,21743.0,Jacky Rosen
Kirsten E. Gillibrand,F,sen,NY,,NaN,D,gillibrandny,GillibrandNY,D+22,D+22,Gillibrand,Kirsten,E.,,https://www.gillibrand.senate.gov,478 Russell Senate Office Building Washington DC 20510,202-224-4451,https://www.gillibrand.senate.gov/contact/email-me,http://www.gillibrand.senate.gov/rss/,SenKirstenGillibrand,KirstenEGillibrand,UCVEloQogVsmnkd5vxJInmYg,G000555,1866.0,N00027658,S331,"H6NY20167,S0NY00410",1022862.0,412223,65147.0,Kirsten Gillibrand,,20735.0,Kirsten Gillibrand
Charles E. Schumer,M,sen,NY,,NaN,D,chuckschumer,SenSchumer,D+22,D+22,Schumer,Charles,E.,,https://www.schumer.senate.gov,322 Hart Senate Office Building Washington DC 20510,202-224-6542,https://www.schumer.senate.gov/contact/email-chuck,,senschumer,SenatorSchumer,UC-ABttxh8uQv_10qmwGaidw,S000148,1036.0,N00001093,S270,"S8NY00082,H0NY16010",5929.0,300087,26976.0,Chuck Schumer,,14858.0,Chuck Schumer
Sherrod Brown,M,sen,OH,,NaN,D,SherrodBrown,SenSherrodBrown,R+7,R+6,Brown,Sherrod,,,https://www.brown.senate.gov,503 Hart Senate Office Building Washington DC 20510,202-224-2315,http://www.brown.senate.gov/contact/,http://www.brown.senate.gov/rss/feeds/?type=all&amp;,SenatorSherrodBrown,SherrodBrownOhio,UCgy8jfERh-t_ixkKKoCmglQ,B000944,136.0,N00003535,S307,"H2OH13033,S6OH00163",5051.0,400050,27018.0,Sherrod Brown,,29389.0,Sherrod Brown
Rob Portman,M,sen,OH,,NaN,R,robportman,SenRobPortman,R+7,R+6,Portman,Robert,J.,,https://www.portman.senate.gov,448 Russell Senate Office Building Washington DC 20510,202-224-3353,https://www.portman.senate.gov/public/index.cfm/contact?p=contact-form,http://www.portman.senate.gov/public/index.cfm/rss/feed,senrobportman,SenRobPortman,UCwunkd8Zs-yAWKQwnwBp7ew,P000449,924.0,N00003682,S349,"S0OH00133,H4OH02032",31819.0,400325,27008.0,Rob Portman,,29386.0,Rob Portman
James M. Inhofe,M,sen,OK,,NaN,R,inhofeforsenate,InhofePress,R+34,R+33,Inhofe,James,M.,,https://www.inhofe.senate.gov,205 Russell Senate Office Building Washington DC 20510,202-224-4721,https://www.inhofe.senate.gov/contact,http://www.inhofe.senate.gov/rss/feeds/?type=all&amp;cachebuster=eea6c4d7%2d939c%2d5c1e%2db6c7aa3b8b291208,jiminhofe,jiminhofepressoffice,UCk3W3ilX8vGG-300qzNpG7w,I000024,583.0,N00005582,S236,"S4OK00083,H6OK01102",5619.0,300055,27027.0,Jim Inhofe,,15424.0,Jim Inhofe
James Lankford,M,sen,OK,,NaN,R,jameslankford,SenatorLankford,R+34,R+33,Lankford,James,,,https://www.lankford.senate.gov,316 Hart Senate Office Building Washington DC 20510,202-224-5754,http://www.lankford.senate.gov/contact/email,,SenatorLankford,SenatorLankford,UCz8T6sK5fEycyWmVz6Vpe5Q,L000575,2050.0,N00031129,S378,"H0OK05114,S4OK00232",1033847.0,412464,124938.0,James Lankford,,21166.0,James Lankford
Jeff Merkley,M,sen,OR,,NaN,D,JeffMerkley,SenJeffMerkley,D+9,D+7,Merkley,Jeff,,,https://www.merkley.senate.gov,531 Hart Senate Office Building Washington DC 20510,202-224-3753,http://www.merkley.senate.gov/contact/,http://www.merkley.senate.gov/rss/,jeffmerkley,SenatorJeffMerkley,UCRoXttCJhMnLVCxCaa6VnNQ,M001176,1900.0,N00029303,S322,S8OR00207,1029842.0,412325,23644.0,Jeff Merkley,,40908.0,Jeff Merkley
Ron Wyden,M,sen,OR,,NaN,D,NaN,RonWyden,D+9,D+7,Wyden,Ron,,,https://www.wyden.senate.gov,221 Dirksen Senate Office Building Washington DC 20510,202-224-5244,https://www.wyden.senate.gov/contact/,http://www.wyden.senate.gov/rss/feeds/?type=all&amp;,,senronwyden,UCsd3UEaoLoqX60P88BdpGGw,W000779,1247.0,N00007724,S247,"S6OR00110,H0OR03026",1962.0,300100,27036.0,Ron Wyden,,14871.0,Ron Wyden
"Robert P. Casey, Jr.",M,sen,PA,,NaN,D,Bob_Casey,SenBobCasey,R+1,R+1,Casey,Robert,P.,Jr.,https://www.casey.senate.gov,393 Russell Senate Office Building Washington DC 20510,202-224-6324,https://www.casey.senate.gov/contact/,http://www.casey.senate.gov/rss/feeds/?all,SenatorBobCasey,SenatorBobCasey,UCtVssXhx-KuZa-hSvnsnJ0A,C001070,1828.0,N00027503,S309,S6PA00217,47036.0,412246,2541.0,"Bob Casey, Jr.",,40703.0,Bob Casey Jr.
Patrick J. Toomey,M,sen,PA,,NaN,R,PatToomey,SenToomey,R+1,R+1,Toomey,Patrick,J.,,https://www.toomey.senate.gov,455 Dirksen Senate Office Building Washington DC 20510,202-224-4254,https://www.toomey.senate.gov/?p=contact,http://toomey.senate.gov/rss/?p=hot_topic,senatortoomey,sentoomey,UCDUM4FFU1p-_YuHqmBglyXw,T000461,2085.0,N00001489,S351,"S4PA00121,H8PA15096",7958.0,400408,24096.0,Pat Toomey,,29935.0,Pat Toomey
Sheldon Whitehouse,M,sen,RI,,NaN,D,SheldonforRI,SenWhitehouse,D+26,D+24,Whitehouse,Sheldon,,,https://www.whitehouse.senate.gov,530 Hart Senate Office Building Washington DC 20510,202-224-2921,https://www.whitehouse.senate.gov/contact/email-sheldon,http://www.whitehouse.senate.gov/rss/feeds/?type=all&amp;cachebuster=1,SenatorWhitehouse,SenatorWhitehouse,UCnG0N70SNBkNqvIMLodPTIA,W000802,1823.0,N00027533,S316,S6RI00221,92235.0,412247,2572.0,Sheldon Whitehouse,,40704.0,Sheldon Whitehouse
Jack Reed,M,sen,RI,,NaN,D,jackreed2020,SenJackReed,D+26,D+24,Reed,John,F.,,https://www.reed.senate.gov,728 Hart Senate Office Building Washington DC 20510,202-224-4642,https://www.reed.senate.gov/contact/,https://www.reed.senate.gov//rss/feeds/?type=all,SenJackReed,SenatorReed,UCT_aFVtsjxPwWKfO-PW_hPw,R000122,949.0,N00000362,S259,"S6RI00163,H0RI02071",24239.0,300081,27060.0,Jack Reed,,29142.0,Jack Reed (Rhode Island politician)
Lindsey Graham,M,sen,SC,,NaN,R,LindseyGrahamSC,GrahamBlog,R+17,R+16,Graham,Lindsey,O.,,https://www.lgraham.senate.gov/public,290 Russell Senate Office Building Washington DC 20510,202-224-5972,https://www.lgraham.senate.gov/public/index.cfm/e-mail-senator-graham,http://www.lgraham.senate.gov/public/index.cfm?FuseAction=Rss.Feed,USSenatorLindseyGraham,USSenLindseyGraham,UClLGZMA5Ei2Z8fR1PLEx6yQ,G000359,452.0,N00009975,S293,"S0SC00149,H4SC03087",36782.0,300047,21992.0,Lindsey Graham,,29566.0,Lindsey Graham
Tim Scott,M,sen,SC,,NaN,R,TimScottSC,SenatorTimScott,R+17,R+16,Scott,Tim,,,https://www.scott.senate.gov,104 Hart Senate Office Building Washington DC 20510,202-224-6121,https://www.scott.senate.gov/contact/email-me,http://www.scott.senate.gov/rss.xml,SenatorTimScott,SenatorTimScott,UCSfAsbG80CNInSKrtpKoL-w,S001184,2056.0,N00031782,S365,"H0SC01279,S4SC00240",623506.0,412471,11940.0,Tim Scott,,21173.0,Tim Scott
John Thune,M,sen,SD,,NaN,R,johnthune,SenJohnThune,R+31,R+28,Thune,John,,,https://www.thune.senate.gov,511 Dirksen Senate Office Building Washington DC 20510,202-224-2321,http://www.thune.senate.gov/public/index.cfm/contact,http://www.thune.senate.gov/public/index.cfm/rss/feed,,johnthune,UCRu6lpRfxhkDGUrKDgQNZYQ,T000250,1534.0,N00004572,S303,"S2SD00068,H6SD00085",45552.0,400546,398.0,John Thune,,29754.0,John Thune
Mike Rounds,M,sen,SD,,NaN,R,RoundsforSenate,SenatorRounds,R+31,R+28,Rounds,Mike,,,https://www.rounds.senate.gov,502 Hart Senate Office Building Washington DC 20510,202-224-5842,https://www.rounds.senate.gov/contact/email-mike,,SenatorMikeRounds,,UC-pvzimyBdpdkcIfsicrfrQ,R000605,2288.0,N00035187,S381,S4SD00049,78317.0,412669,7455.0,Mike Rounds,,41505.0,Mike Rounds
Marsha Blackburn,F,sen,TN,,NaN,R,MarshaSays,MarshaBlackburn,R+28,R+28,Blackburn,Marsha,W.,,https://www.blackburn.senate.gov,357 Dirksen Senate Office Building Washington DC 20510,202-224-3344,https://www.blackburn.senate.gov/email-me,,marshablackburn,RepMarshaBlackburn,UCvNnmu5mUm7xr8QXBlbtQ9w,B001243,1748.0,N00003105,S396,"H2TN06030,S8TN00337",31226.0,400032,25186.0,Marsha Blackburn,,20351.0,Marsha Blackburn
Bill Hagerty,M,sen,TN,,NaN,R,BillHagertyTN,SenatorHagerty,R+28,R+28,Hagerty,Bill,Francis,,https://www.hagerty.senate.gov,B11 Russell Senate Office Building Washington DC 20510,202-224-4944,https://www.hagerty.senate.gov,,,,,H000601,,,S407,S0TN00169,,456798,128466.0,Bill Hagerty,,,Bill Hagerty (politician)
John Cornyn,M,sen,TX,,NaN,R,TeamCornyn,JohnCornyn,R+17,R+17,Cornyn,John,,,https://www.cornyn.senate.gov,517 Hart Senate Office Building Washington DC 20510,202-224-2934,https://www.cornyn.senate.gov/contact,http://www.cornyn.senate.gov/public/?a=rss.feed,sen.johncornyn,senjohncornyn,UCyQwLQavlOaJ64YuY_VMtiQ,C001056,1692.0,N00024852,S287,S2TX00106,93131.0,300027,15375.0,John Cornyn,,40305.0,John Cornyn
Ted Cruz,M,sen,TX,,NaN,R,tedcruz,SenTedCruz,R+17,R+17,Cruz,Ted,,,https://www.cruz.senate.gov,127A Russell Senate Office Building Washington DC 20510,202-224-5922,https://www.cruz.senate.gov/?p=form&id=16,,SenatorTedCruz,sentedcruz,UCOTZ-6H1rri1lSsj6IzhUyw,C001098,2175.0,N00033085,S355,S2TX00312,1019953.0,412573,135705.0,Ted Cruz,,41304.0,Ted Cruz
Mike Lee,M,sen,UT,,NaN,R,MikeLeeforUtah,SenMikeLee,R+31,R+30,Lee,Mike,,,https://www.lee.senate.gov/public,361A Russell Senate Office Building Washington DC 20510,202-224-5444,https://www.lee.senate.gov/public/index.cfm/contact,http://www.lee.senate.gov/public/index.cfm/rss/feed,senatormikelee,senatormikelee,UCplVxs_j_sLAt0fkplXcl4A,L000577,2080.0,N00031696,S346,S0UT00165,9267977.0,412495,66395.0,Mike Lee,,41110.0,Mike Lee (American politician)
Mitt Romney,M,sen,UT,,NaN,R,MittRomney,SenatorRomney,R+31,R+30,Romney,Mitt,,,https://www.romney.senate.gov,124 Russell Senate Office Building Washington DC 20510,202-224-5251,https://www.romney.senate.gov/contact-senator-romney,,,,,R000615,,N00000286,S401,"S8UT00176,S4MA00143",,412841,21942.0,Mitt Romney,,41902.0,Mitt Romney
Mark R. Warner,M,sen,VA,,NaN,D,MarkWarnerVA,MarkWarner,D+0,D+7,Warner,Mark,R.,,https://www.warner.senate.gov,703 Hart Senate Office Building Washington DC 20510,202-224-2023,http://www.warner.senate.gov/public/index.cfm?p=Contact,http://www.warner.senate.gov/public/?a=rss.feed,MarkRWarner,SenatorMarkWarner,UCwyivNlEGf4sGd1oDLfY5jw,W000805,1897.0,N00002097,S327,"S6VA00093,P80003023",7630.0,412321,535.0,Mark Warner,,40909.0,Mark Warner
Tim Kaine,M,sen,VA,,NaN,D,timkaine,,D+0,D+7,Kaine,Timothy,,,https://www.kaine.senate.gov,231 Russell Senate Office Building Washington DC 20510,202-224-4024,https://www.kaine.senate.gov/contact,http://www.kaine.senate.gov/rss/feeds/?type=all,SenatorKaine,SenatorTimKaine,UC27LgTZlUnBQoNEQFZdn9LA,K000384,2176.0,N00033177,S362,S2VA00142,49219.0,412582,50772.0,Tim Kaine,,41305.0,Tim Kaine
Bernard Sanders,M,sen,VT,,NaN,Independent,BernieSanders,SenSanders,D+24,D+24,Sanders,Bernard,,,https://www.sanders.senate.gov,332 Dirksen Senate Office Building Washington DC 20510,202-224-5141,http://www.sanders.senate.gov/contact/,http://www.sanders.senate.gov/rss/,senatorsanders,senatorsanders,UCD_DaKNac0Ta-2PeHuoQ1uA,S000033,1010.0,N00000528,S313,"H8VT01016,S4VT00033",994.0,400357,27110.0,Bernie Sanders,,29147.0,Bernie Sanders
Patrick J. Leahy,M,sen,VT,,NaN,D,NaN,SenatorLeahy,D+24,D+24,Leahy,Patrick,J.,,https://www.leahy.senate.gov,437 Russell Senate Office Building Washington DC 20510,202-224-4242,https://www.leahy.senate.gov/contact/,http://www.leahy.senate.gov/rss/feeds/press/,SenatorPatrickLeahy,SenatorPatrickLeahy,UC46QHVobf7FO-tWehsRoDog,L000174,1383.0,N00009918,S057,S4VT00017,1552.0,300065,53353.0,Patrick Leahy,,14307.0,Patrick Leahy
Maria Cantwell,F,sen,WA,,NaN,D,MariaCantwell,SenatorCantwell,D+12,D+15,Cantwell,Maria,,,https://www.cantwell.senate.gov,511 Hart Senate Office Building Washington DC 20510,202-224-3441,http://www.cantwell.senate.gov/public/index.cfm/email-maria,http://www.cantwell.senate.gov/public/index.cfm/rss/feed,senatorcantwell,SenatorCantwell,UCN52UDqKgvHRk39ncySrIMw,C000127,172.0,N00007836,S275,"S8WA00194,H2WA01054",26137.0,300018,27122.0,Maria Cantwell,,39310.0,Maria Cantwell
Patty Murray,F,sen,WA,,NaN,D,MurrayCampaign,PattyMurray,D+12,D+15,Murray,Patty,,,https://www.murray.senate.gov/public,154 Russell Senate Office Building Washington DC 20510,202-224-2621,http://www.murray.senate.gov/public/index.cfm/contactme,http://www.murray.senate.gov/public/?a=rss.feed,,SenatorPattyMurray,UCb8jq3TvQ3AzKsexhWfFLoA,M001111,1409.0,N00007876,S229,S2WA00189,25277.0,300076,53358.0,Patty Murray,,49308.0,Patty Murray
Tammy Baldwin,F,sen,WI,,NaN,D,tammybaldwin,SenatorBaldwin,R+1,R+3,Baldwin,Tammy,,,https://www.baldwin.senate.gov,709 Hart Senate Office Building Washington DC 20510,202-224-5653,https://www.baldwin.senate.gov/feedback,http://www.baldwin.senate.gov/rss/feeds/?type=all,senatortammybaldwin,witammybaldwin,UC_XjYCRbbI2_TDDjJidwk0Q,B001230,1558.0,N00004367,S354,"H8WI00018,S2WI00219",57884.0,400013,3470.0,Tammy Baldwin,,29940.0,Tammy Baldwin
Ron Johnson,M,sen,WI,,NaN,R,RonJohnsonWI,SenRonJohnson,R+1,R+3,Johnson,Ron,,,https://www.ronjohnson.senate.gov,328 Hart Senate Office Building Washington DC 20510,202-224-5323,https://www.ronjohnson.senate.gov/public/index.cfm/email-the-senator,http://www.ronjohnson.senate.gov/public/index.cfm/rss/feed,senronjohnson,SenatorRonJohnson,UCG9XyTVtOAs7VX_q_QVHoaw,J000293,2086.0,N00032546,S345,S0WI00197,62835.0,412496,126217.0,Ron Johnson (Wisconsin),,41111.0,Ron Johnson (Wisconsin politician)
"Joe Manchin, III",M,sen,WV,,NaN,D,JoeManchinWV,Sen_JoeManchin,R+30,R+33,Manchin,Joe,,III,https://www.manchin.senate.gov,306 Hart Senate Office Building Washington DC 20510,202-224-3954,http://www.manchin.senate.gov/public/index.cfm/contact-form,http://www.manchin.senate.gov/public/index.cfm/rss/feed,JoeManchinIII,SenatorJoeManchin,UCGyPK_ye2ptpzQgOjKIn7ag,M001183,1983.0,N00032838,S338,S0WV00090,62864.0,412391,7547.0,Joe Manchin III,,40915.0,Joe Manchin
Shelley Moore Capito,F,sen,WV,,NaN,R,CapitoforWV,SenCapito,R+30,R+33,Capito,Shelley,Moore,,https://www.capito.senate.gov,172 Russell Senate Office Building Washington DC 20510,202-224-6472,https://www.capito.senate.gov/contact/contact-shelley,,senshelley,,UCbiXdR4XQ3vD9Xp5lfR9QXw,C001047,1676.0,N00009771,S372,"H0WV02138,S4WV00159",83737.0,400061,11701.0,Shelley Moore Capito,,20146.0,Shelley Moore Capito
John Barrasso,M,sen,WY,,NaN,R,barrassoforwyo,SenJohnBarrasso,R+47,R+45,Barrasso,John,A.,,https://www.barrasso.senate.gov,307 Dirksen Senate Office Building Washington DC 20510,202-224-6441,https://www.barrasso.senate.gov/public/index.cfm/contact-form,http://www.barrasso.senate.gov/public/index.cfm?FuseAction=Rss.Feed,johnbarrasso,barrassowyo,UC80PfiCAB2Fe1MFayWlR6GQ,B001261,1881.0,N00006236,S317,S6WY00068,1024777.0,412251,52662.0,John Barrasso,,40707.0,John Barrasso
Cynthia M. Lummis,F,sen,WY,,NaN,R,CynthiaMLummis,SenLummis,R+47,R+45,Lummis,Cynthia,M.,,https://www.lummis.senate.gov,G12 Dirksen Senate Office Building Washington DC 20510,202-224-3424,https://www.lummis.senate.gov,,,,,L000571,1960.0,N00029788,S410,"H8WY00148,S0WY00137",1031365.0,412294,15546.0,Cynthia Lummis,,20953.0,Cynthia Lummis
Don Young,M,rep,AK,0.0,AK-1,R,DonYoungAK,RepDonYoung,R+15.21,R+15.52,Young,Don,E.,,https://donyoung.house.gov,2314 Rayburn House Office Building Washington DC 20515-0200,202-225-5765,,http://donyoung.house.gov/news/rss.aspx,RepDonYoung,RepDonYoung,UCg5ZIR5-82EbJiNeI1bqT-A,Y000033,1256.0,N00007999,,H6AK00045,1897.0,400440,26717.0,Don Young,,14066.0,Don Young
Jerry L. Carl,M,rep,AL,1.0,AL-1,R,CarlForAlabama,RepJerryCarl,R+28.61,R+28.78,Carl,Jerry,Lee,Jr.,https://carl.house.gov,1330 Longworth House Office Building Washington DC 20515-0101,202-225-4931,,,,,,C001054,,,,H0AL01055,,456799,,,,,Jerry Carl
Barry Moore,M,rep,AL,2.0,AL-2,R,NaN,RepBarryMoore,R+30.97,R+31.15,Moore,Barry,,,https://barrymoore.house.gov,1504 Longworth House Office Building Washington DC 20515-0102,202-225-2901,,,,,,M001212,,,,H8AL02171,,456800,,,,,Barry Moore (Alabama politician)
Mike Rogers,M,rep,AL,3.0,AL-3,R,NaN,RepMikeRogersAL,R+31.37,R+31.55,Rogers,Mike,,,https://mikerogers.house.gov,2469 Rayburn House Office Building Washington DC 20515-0103,202-225-3261,,http://mikerogers.house.gov/rss.xml,CongressmanMikeDRogers,MikeRogersAL03,UCH-WUWuY0_dlKwJDSqKTJsg,R000575,1704.0,N00024759,,H2AL03032,1014740.0,400341,5705.0,Mike Rogers (Alabama),,20301.0,Mike Rogers (Alabama politician)
Robert B. Aderholt,M,rep,AL,4.0,AL-4,R,NaN,Robert_Aderholt,R+59.81,R+60.1,Aderholt,Robert,B.,,https://aderholt.house.gov,266 Cannon House Office Building Washington DC 20515-0104,202-225-4876,,http://aderholt.house.gov/common/rss//index.cfm?rss=20,RobertAderholt,RobertAderholt,UC71CAgpg1gbLTew_pfTneGA,A000055,1460.0,N00003028,,H6AL04098,45516.0,400004,441.0,Robert B. Aderholt,,29701.0,Robert Aderholt
Mo Brooks,M,rep,AL,5.0,AL-5,R,MoBrooks_,RepMoBrooks,R+32.81,R+32.99,Brooks,Mo,,,https://brooks.house.gov,2185 Rayburn House Office Building Washington DC 20515-0105,202-225-4801,,http://brooks.house.gov/rss/press-releases.xml,RepMoBrooks,RepMoBrooks,UCgsPSY0MpuQJq8vEqYUSt-g,B001274,1987.0,N00030910,,H0AL05163,94888.0,412395,121610.0,Mo Brooks,,21193.0,Mo Brooks
Gary J. Palmer,M,rep,AL,6.0,AL-6,R,Palmer4Alabama,USRepGaryPalmer,R+47.21,R+47.44,Palmer,Gary,J.,,https://palmer.house.gov,170 Cannon House Office Building Washington DC 20515-0106,202-225-4921,,,CongressmanGaryPalmer,,UCYZfP-cNIvlJY3AcAc9OPpQ,P000609,2221.0,N00035691,,H4AL06098,76094.0,412608,146274.0,Gary Palmer,,21500.0,Gary Palmer (politician)
Terri Sewell,F,rep,AL,7.0,AL-7,D,Sewell4Congress,RepTerriSewell,D+41.69,D+41.48,Sewell,Terri,A.,,https://sewell.house.gov,2201 Rayburn House Office Building Washington DC 20515-0107,202-225-2665,,http://sewell.house.gov/rss.xml,RepSewell,RepSewell,UCHkEHtfrfUWOFtbUFQTQH7Q,S001185,1988.0,N00030622,,H0AL07086,623257.0,412396,121621.0,Terri Sewell,,21102.0,Terri Sewell
"Eric A. ""Rick"" Crawford",M,rep,AR,1.0,AR-1,R,Crawford4Cong,RepRickCrawford,R+30,R+31.56,Crawford,Eric,A.,,https://crawford.house.gov,2422 Rayburn House Office Building Washington DC 20515-0401,202-225-4076,,http://crawford.house.gov/news/rss.aspx,RepRickCrawford,RepRickCrawford,UCLKAkVl4BHRK73lmDiIgPYg,C001087,1989.0,N00030770,,H0AR01083,623259.0,412400,119208.0,Rick Crawford,,21106.0,Rick Crawford (politician)
J. Hill,M,rep,AR,2.0,AR-2,R,ElectFrench,RepFrenchHill,R+9.63,R+11.2,Hill,J.,French,,https://hill.house.gov,1533 Longworth House Office Building Washington DC 20515-0402,202-225-2506,,,RepFrenchHill,,UCT8uWroJtkwSsCJlVg0IKvQ,H001072,2223.0,N00035792,,H4AR02141,9265172.0,412609,146290.0,French Hill,,21503.0,French Hill (politician)
Steve Womack,M,rep,AR,3.0,AR-3,R,womack4congress,Rep_SteveWomack,R+30.8,R+32.36,Womack,Steve,,,https://womack.house.gov,2412 Rayburn House Office Building Washington DC 20515-0403,202-225-4301,,http://womack.house.gov/news/rss.aspx,RepSteveWomack,CongressmanWomack,UCXJbUDLYX-wGIhRuN66hqZw,W000809,1991.0,N00031857,,H0AR03055,1033625.0,412402,71815.0,Steve Womack,,21108.0,Steve Womack
Bruce Westerman,M,rep,AR,4.0,AR-4,R,WestermanAR,RepWesterman,R+29.13,R+30.69,Westerman,Bruce,,,https://westerman.house.gov,202 Cannon House Office Building Washington DC 20515-0404,202-225-3772,,,RepWesterman,,UCNshPbmupCwP5a7Hi79jETQ,W000821,2224.0,N00035527,,H4AR04048,76097.0,412610,119120.0,Bruce Westerman,,21563.0,Bruce Westerman
