,full_name,gender,type,state,district,full_district,party,personal_twitter,official_twitter,partisan_lean_2018,partisan_lean_2020,last_name,first_name,middle_name,suffix,url,address,phone,contact_form,rss_url,facebook,youtube,youtube_id,bioguide_id,thomas_id,opensecrets_id,lis_id,fec_ids,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,washington_post_id,icpsr_id,wikipedia_id,Bio,Follower Count
50,Jon Tester,M,sen,MT,,,D,jontester,SenatorTester,R+18,R+18,Tester,Jon,,,https://www.tester.senate.gov,311 Hart Senate Office Building Washington DC 20510,202-224-2644,https://www.tester.senate.gov/?p=email_senator,http://www.tester.senate.gov/rss/?p=hot_topic,senatortester,senatorjontester,UCgXAF-CON1coZFMxQkfj0fg,T000464,1829.0,N00027605,S314,S6MT00162,1020176.0,412244,20928.0,Jon Tester,,40702.0,Jon Tester,senate campaign of jon tester - dirt farmer   montana senator from big sandy - rts  replies   follows \xe2\x89\xa0 endorsement ,34758.0
51,Steve Daines,M,sen,MT,,,R,DainesforMT,SteveDaines,R+18,R+18,Daines,Steve,,,https://www.daines.senate.gov,320 Hart Senate Office Building Washington DC 20510,202-224-2651,https://www.daines.senate.gov/connect/email-steve,,SteveDainesMT,SteveDainesMT,UC-ny-W5mEUGytiyMdXbQ20Q,D000618,2138.0,N00033054,S375,"H2MT01060,S2MT00096",1034037.0,412549,135720.0,Steve Daines,,21338.0,Steve Daines,official campaign handle for montanans for u s  senator steve daines  join  teamdaines at https //t co/aycwtm8dap,3930.0
52,Richard Burr,M,sen,NC,,,R,SenatorBurr,SenatorBurr,R+5,R+4,Burr,Richard,M.,,https://www.burr.senate.gov,217 Russell Senate Office Building Washington DC 20510,202-224-3154,https://www.burr.senate.gov/contact/email,http://www.burr.senate.gov/public/index.cfm?fuseaction=rss.feed,SenatorRichardBurr,SenatorRichardBurr,UCOLLZpp-1womBSFDV2uLfag,B001135,153.0,N00002221,S300,"S4NC00089,H2NC05074",31054.0,400054,21787.0,Richard Burr,,29548.0,Richard Burr,u s  senator from north carolina,175754.0
53,Thom Tillis,M,sen,NC,,,R,ThomTillis,senthomtillis,R+5,R+4,Tillis,Thom,,,https://www.tillis.senate.gov,113 Dirksen Senate Office Building Washington DC 20510,202-224-6342,https://www.tillis.senate.gov/public/index.cfm/email-me,,SenatorThomTillis,,UCUD9VGV4SSGWjGdbn37Ea2w,T000476,2291.0,N00035492,S384,S4NC00162,77055.0,412668,57717.0,Thom Tillis (North Carolina),,41504.0,Thom Tillis,husband to susan  father to lindsay and ryan  papa to sawyer and willow rae  senator to north carolina ,41168.0
54,John Hoeven,M,sen,ND,,,R,SenJohnHoeven,SenJohnHoeven,R+33,R+34,Hoeven,John,,,https://www.hoeven.senate.gov,338 Russell Senate Office Building Washington DC 20510,202-224-2551,http://www.hoeven.senate.gov/public/index.cfm/email-the-senator,http://www.hoeven.senate.gov/public/index.cfm/rss/feed,SenatorJohnHoeven,senatorjohnhoevennd,UC1kQIC2Q_Fq9_NRqdb6eHiw,H001061,2079.0,N00031688,S344,S0ND00093,85233.0,412494,41788.0,John Hoeven,,41107.0,John Hoeven,u s  senator for north dakota serving on the senate agriculture  energy  appropriations   indian affairs committees ,114071.0
55,Kevin Cramer,M,sen,ND,,,R,kevincramer,SenKevinCramer,R+33,R+34,Cramer,Kevin,,,https://www.cramer.senate.gov,400 Russell Senate Office Building Washington DC 20510,202-224-2043,https://www.cramer.senate.gov/contact/contact-kevin,,CongressmanKevinCramer,kevincramer,UCqUPdO9XaAW-dvwwXKbIVdA,C001096,2144.0,N00004614,S398,"H0ND01026,H6ND00074,S8ND00120",7600.0,412555,444.0,Kevin Cramer,,21350.0,Kevin Cramer,u s  senator  former representative  gop conservative  husband    father of 5 great kids  for official updates  follow   senkevincramer,7812.0
56,Deb Fischer,F,sen,NE,,,R,DebFischerNE,SenatorFischer,R+24,R+25,Fischer,Deb,,,https://www.fischer.senate.gov,454 Russell Senate Office Building Washington DC 20510,202-224-6551,http://www.fischer.senate.gov/public/index.cfm/contact,http://www.fischer.senate.gov/public/index.cfm/rss/feed,senatordebfischer,senatordebfischer,UCrbEfZaG_WhB0PBHI1hefPQ,F000463,2179.0,N00033443,S357,S2NE00094,1034067.0,412556,41963.0,Deb Fischer,,41302.0,Deb Fischer,deb fischer is a cattle rancher  proud nebraskan  and u s  senator ,4898.0
57,Ben Sasse,M,sen,NE,,,R,BenSasse,SenSasse,R+24,R+25,Sasse,Benjamin,Eric,,https://www.sasse.senate.gov/public,107 Russell Senate Office Building Washington DC 20510,202-224-4224,http://www.sasse.senate.gov/public/index.cfm/email-ben,,SenatorSasse,,UCYaNGwcM2Dl5yDcDqS6xV2g,S001197,2289.0,N00035544,S382,S4NE00090,77429.0,412671,150182.0,Ben Sasse,,41503.0,Ben Sasse,wheat leader of the year  2019 ,298404.0
58,Jeanne Shaheen,F,sen,NH,,,D,JeanneShaheen,SenatorShaheen,R+2,R+1,Shaheen,Jeanne,,,https://www.shaheen.senate.gov,506 Hart Senate Office Building Washington DC 20510,202-224-2841,https://www.shaheen.senate.gov/contact/contact-jeanne,http://www.shaheen.senate.gov/rss/,SenatorShaheen,senatorshaheen,UCjLZAZMbDrybHyttdEC9LFA,S001181,1901.0,N00024790,S324,S0NH00219,22850.0,412323,1663.0,Jeanne Shaheen,,40906.0,Jeanne Shaheen,u s  senator from new hampshire  this is the twitter account of shaheen for senate ,21345.0
59,Margaret Wood Hassan,F,sen,NH,,,D,Maggie_Hassan,Senatorhassan,R+2,R+1,Hassan,Margaret,Wood,,https://www.hassan.senate.gov,324 Hart Senate Office Building Washington DC 20510,202-224-3324,https://www.hassan.senate.gov/content/contact-senator,,SenatorHassan,,,H001076,,N00038397,S388,S6NH00091,67481.0,412680,42552.0,Maggie Hassan,,41702.0,Maggie Hassan,senator  mom  sox fan ,15372.0
60,Robert Menendez,M,sen,NJ,,,D,BobMenendezNJ,SenatorMenendez,D+13,D+11,Menendez,Robert,,,https://www.menendez.senate.gov,528 Hart Senate Office Building Washington DC 20510,202-224-4744,https://www.menendez.senate.gov/contact,http://www.menendez.senate.gov/rss/feeds/index.cfm?type=news,senatormenendez,SenatorMenendezNJ,UC0PV0K9Z5a9p3D5917KF5fw,M000639,791.0,N00000699,S306,"H2NJ13075,S6NJ00289",29608.0,400272,26961.0,Bob Menendez,,29373.0,Bob Menendez,official campaign account of senator bob menendez  tweets are from  teammenendez unless signed with  -bob ,15621.0
61,Cory A. Booker,M,sen,NJ,,,D,CoryBooker,SenBooker,D+13,D+11,Booker,Cory,Anthony,,https://www.booker.senate.gov,717 Hart Senate Office Building Washington DC 20510,202-224-3224,https://www.booker.senate.gov/?p=contact,,,SenCoryBooker,UC6FlymqNS1VettnVZa7goPA,B001288,2194.0,N00035267,S370,S4NJ00185,84679.0,412598,76151.0,Cory Booker,,41308.0,Cory Booker,u s  senator from new jersey  most tweets  and typos  are mine  some are my team\xe2\x80\x99s  he/him ,4961518.0
62,Martin Heinrich,M,sen,NM,,,D,TeamHeinrich,MartinHeinrich,D+7,D+8,Heinrich,Martin,,,https://www.heinrich.senate.gov,303 Hart Senate Office Building Washington DC 20510,202-224-5521,http://www.heinrich.senate.gov/contact,,MartinHeinrich,SenMartinHeinrich,UCBxh8IK5sMxY0Ln_0G2NYcg,H001046,1937.0,N00029835,S359,"H8NM01224,S2NM00088",1030686.0,412281,74517.0,Martin Heinrich,,20930.0,Martin Heinrich,official campaign account of u s  senator martin heinrich  a fighter for all new mexicans ,5129.0
63,Ben Ray Luján,M,sen,NM,,,D,benraylujan,SenatorLujan,D+7,D+8,Luján,Ben,Ray,,https://www.lujan.senate.gov,B40C Dirksen Senate Office Building Washington DC 20510,202-224-6621,https://www.lujan.senate.gov,,,,,L000570,1939.0,N00029562,S409,"H8NM03196,S0NM00058",1031351.0,412293,102842.0,Ben Ray Luján,,20932.0,Ben Ray Luján,proud son of an ironworker   a public school employee  fourth generation on my family farm in namb\xc3\xa9  senator-elect from nm  join our movement  https //t co/1wgb5svyms,11373.0
64,Catherine Cortez Masto,F,sen,NV,,,D,CatherineForNV,sencortezmasto,R+1,R+1,Cortez Masto,Catherine,,,https://www.cortezmasto.senate.gov,516 Hart Senate Office Building Washington DC 20510,202-224-3542,https://www.cortezmasto.senate.gov/contact,,SenatorCortezMasto,,UCip_83SiKUqwnUT57VOXrCg,C001113,,N00037161,S385,S6NV00200,105698.0,412681,69579.0,Catherine Cortez Masto,,41700.0,Catherine Cortez Masto,senator from the great state of nevada  former attorney general  fighter for nevada\xe2\x80\x99s families ,31867.0
65,Jacky Rosen,F,sen,NV,,,D,RosenforNevada,SenJackyRosen,R+1,R+1,Rosen,Jacky,,,https://www.rosen.senate.gov,144 Russell Senate Office Building Washington DC 20510,202-224-6244,https://www.rosen.senate.gov/contact_jacky,,RepJackyRosen,,,R000608,,N00038734,S402,"H6NV03139,S8NV00156",104738.0,412715,169471.0,,,21743.0,Jacky Rosen,campaign account for u s  senator jacky rosen  ready to fight for nevada s hardworking families ,37234.0
66,Kirsten E. Gillibrand,F,sen,NY,,,D,gillibrandny,GillibrandNY,D+22,D+22,Gillibrand,Kirsten,E.,,https://www.gillibrand.senate.gov,478 Russell Senate Office Building Washington DC 20510,202-224-4451,https://www.gillibrand.senate.gov/contact/email-me,http://www.gillibrand.senate.gov/rss/,SenKirstenGillibrand,KirstenEGillibrand,UCVEloQogVsmnkd5vxJInmYg,G000555,1866.0,N00027658,S331,"H6NY20167,S0NY00410",1022862.0,412223,65147.0,Kirsten Gillibrand,,20735.0,Kirsten Gillibrand,united states senator for new york  official senate account  she/her  find  covid19 resources  https //t co/8ec0oiytp2,18929.0
67,Charles E. Schumer,M,sen,NY,,,D,chuckschumer,SenSchumer,D+22,D+22,Schumer,Charles,E.,,https://www.schumer.senate.gov,322 Hart Senate Office Building Washington DC 20510,202-224-6542,https://www.schumer.senate.gov/contact/email-chuck,,senschumer,SenatorSchumer,UC-ABttxh8uQv_10qmwGaidw,S000148,1036.0,N00001093,S270,"S8NY00082,H0NY16010",5929.0,300087,26976.0,Chuck Schumer,,14858.0,Chuck Schumer,campaign account for senator chuck schumer  d-ny fighting hard for the middle class - father  husband  giants   yankees fan,36377.0
68,Sherrod Brown,M,sen,OH,,,D,SherrodBrown,SenSherrodBrown,R+7,R+6,Brown,Sherrod,,,https://www.brown.senate.gov,503 Hart Senate Office Building Washington DC 20510,202-224-2315,http://www.brown.senate.gov/contact/,http://www.brown.senate.gov/rss/feeds/?type=all&amp;,SenatorSherrodBrown,SherrodBrownOhio,UCgy8jfERh-t_ixkKKoCmglQ,B000944,136.0,N00003535,S307,"H2OH13033,S6OH00163",5051.0,400050,27018.0,Sherrod Brown,,29389.0,Sherrod Brown,grandfather  dad   connieschultz\xe2\x80\x99s partner  cleveland baseball fan  proud ohioan   united states senator ,87773.0
69,Rob Portman,M,sen,OH,,,R,robportman,SenRobPortman,R+7,R+6,Portman,Robert,J.,,https://www.portman.senate.gov,448 Russell Senate Office Building Washington DC 20510,202-224-3353,https://www.portman.senate.gov/public/index.cfm/contact?p=contact-form,http://www.portman.senate.gov/public/index.cfm/rss/feed,senrobportman,SenRobPortman,UCwunkd8Zs-yAWKQwnwBp7ew,P000449,924.0,N00003682,S349,"S0OH00133,H4OH02032",31819.0,400325,27008.0,Rob Portman,,29386.0,Rob Portman,official campaign twitter for rob portman for senate 2016  all tweets are from the campaign unless signed -rp ,20150.0
70,James M. Inhofe,M,sen,OK,,,R,inhofeforsenate,InhofePress,R+34,R+33,Inhofe,James,M.,,https://www.inhofe.senate.gov,205 Russell Senate Office Building Washington DC 20510,202-224-4721,https://www.inhofe.senate.gov/contact,http://www.inhofe.senate.gov/rss/feeds/?type=all&amp;cachebuster=eea6c4d7%2d939c%2d5c1e%2db6c7aa3b8b291208,jiminhofe,jiminhofepressoffice,UCk3W3ilX8vGG-300qzNpG7w,I000024,583.0,N00005582,S236,"S4OK00083,H6OK01102",5619.0,300055,27027.0,Jim Inhofe,,15424.0,Jim Inhofe,proud oklahoman and life-long conservative  consistently fighting for the values of our great state in the u s  senate ,1910.0
71,James Lankford,M,sen,OK,,,R,jameslankford,SenatorLankford,R+34,R+33,Lankford,James,,,https://www.lankford.senate.gov,316 Hart Senate Office Building Washington DC 20510,202-224-5754,http://www.lankford.senate.gov/contact/email,,SenatorLankford,SenatorLankford,UCz8T6sK5fEycyWmVz6Vpe5Q,L000575,2050.0,N00031129,S378,"H0OK05114,S4OK00232",1033847.0,412464,124938.0,James Lankford,,21166.0,James Lankford,united states senator from oklahoma  husband to cindy  father to hannah and jordan  faithful  conservative  leader ,13157.0
72,Jeff Merkley,M,sen,OR,,,D,JeffMerkley,SenJeffMerkley,D+9,D+7,Merkley,Jeff,,,https://www.merkley.senate.gov,531 Hart Senate Office Building Washington DC 20510,202-224-3753,http://www.merkley.senate.gov/contact/,http://www.merkley.senate.gov/rss/,jeffmerkley,SenatorJeffMerkley,UCRoXttCJhMnLVCxCaa6VnNQ,M001176,1900.0,N00029303,S322,S8OR00207,1029842.0,412325,23644.0,Jeff Merkley,,40908.0,Jeff Merkley,husband  dad  garage tinkerer  thorn in the side of the privileged and powerful  u s  senator from oregon  no corporate pac    fighting for you  he/him ,108166.0
73,Ron Wyden,M,sen,OR,,,D,RonWyden,RonWyden,D+9,D+7,Wyden,Ron,,,https://www.wyden.senate.gov,221 Dirksen Senate Office Building Washington DC 20510,202-224-5244,https://www.wyden.senate.gov/contact/,http://www.wyden.senate.gov/rss/feeds/?type=all&amp;,,senronwyden,UCsd3UEaoLoqX60P88BdpGGw,W000779,1247.0,N00007724,S247,"S6OR00110,H0OR03026",1962.0,300100,27036.0,Ron Wyden,,14871.0,Ron Wyden,u s  senator from oregon   senatefinance chairman  follow  wydenpress for updates from my staff  instagram  https //t co/a6cybjudyh,515679.0
74,"Robert P. Casey, Jr.",M,sen,PA,,,D,Bob_Casey,SenBobCasey,R+1,R+1,Casey,Robert,P.,Jr.,https://www.casey.senate.gov,393 Russell Senate Office Building Washington DC 20510,202-224-6324,https://www.casey.senate.gov/contact/,http://www.casey.senate.gov/rss/feeds/?all,SenatorBobCasey,SenatorBobCasey,UCtVssXhx-KuZa-hSvnsnJ0A,C001070,1828.0,N00027503,S309,S6PA00217,47036.0,412246,2541.0,"Bob Casey, Jr.",,40703.0,Bob Casey Jr.,proud pennsylvanian fighting for working families in the us senate  official campaign account  tweets from bob signed \xe2\x80\x94bob,33162.0
75,Patrick J. Toomey,M,sen,PA,,,R,PatToomey,SenToomey,R+1,R+1,Toomey,Patrick,J.,,https://www.toomey.senate.gov,455 Dirksen Senate Office Building Washington DC 20510,202-224-4254,https://www.toomey.senate.gov/?p=contact,http://toomey.senate.gov/rss/?p=hot_topic,senatortoomey,sentoomey,UCDUM4FFU1p-_YuHqmBglyXw,T000461,2085.0,N00001489,S351,"S4PA00121,H8PA15096",7958.0,400408,24096.0,Pat Toomey,,29935.0,Pat Toomey,official campaign account of republican u s  senator pat toomey,13734.0
76,Sheldon Whitehouse,M,sen,RI,,,D,SheldonforRI,SenWhitehouse,D+26,D+24,Whitehouse,Sheldon,,,https://www.whitehouse.senate.gov,530 Hart Senate Office Building Washington DC 20510,202-224-2921,https://www.whitehouse.senate.gov/contact/email-sheldon,http://www.whitehouse.senate.gov/rss/feeds/?type=all&amp;cachebuster=1,SenatorWhitehouse,SenatorWhitehouse,UCnG0N70SNBkNqvIMLodPTIA,W000802,1823.0,N00027533,S316,S6RI00221,92235.0,412247,2572.0,Sheldon Whitehouse,,40704.0,Sheldon Whitehouse,delivering for rhode island in the u s  senate  campaign account ,4673.0
77,Jack Reed,M,sen,RI,,,D,jackreed2020,SenJackReed,D+26,D+24,Reed,John,F.,,https://www.reed.senate.gov,728 Hart Senate Office Building Washington DC 20510,202-224-4642,https://www.reed.senate.gov/contact/,https://www.reed.senate.gov//rss/feeds/?type=all,SenJackReed,SenatorReed,UCT_aFVtsjxPwWKfO-PW_hPw,R000122,949.0,N00000362,S259,"S6RI00163,H0RI02071",24239.0,300081,27060.0,Jack Reed,,29142.0,Jack Reed (Rhode Island politician),the official campaign account of u s  senator jack reed  proudly representing the ocean state ,559.0
78,Lindsey Graham,M,sen,SC,,,R,LindseyGrahamSC,GrahamBlog,R+17,R+16,Graham,Lindsey,O.,,https://www.lgraham.senate.gov/public,290 Russell Senate Office Building Washington DC 20510,202-224-5972,https://www.lgraham.senate.gov/public/index.cfm/e-mail-senator-graham,http://www.lgraham.senate.gov/public/index.cfm?FuseAction=Rss.Feed,USSenatorLindseyGraham,USSenLindseyGraham,UClLGZMA5Ei2Z8fR1PLEx6yQ,G000359,452.0,N00009975,S293,"S0SC00149,H4SC03087",36782.0,300047,21992.0,Lindsey Graham,,29566.0,Lindsey Graham,the official twitter feed for united states senator lindsey graham ,1964330.0
79,Tim Scott,M,sen,SC,,,R,TimScottSC,SenatorTimScott,R+17,R+16,Scott,Tim,,,https://www.scott.senate.gov,104 Hart Senate Office Building Washington DC 20510,202-224-6121,https://www.scott.senate.gov/contact/email-me,http://www.scott.senate.gov/rss.xml,SenatorTimScott,SenatorTimScott,UCSfAsbG80CNInSKrtpKoL-w,S001184,2056.0,N00031782,S365,"H0SC01279,S4SC00240",623506.0,412471,11940.0,Tim Scott,,21173.0,Tim Scott,south carolinian  us senator  ny times bestselling author  opportunity zones creator ,9997.0
80,John Thune,M,sen,SD,,,R,johnthune,SenJohnThune,R+31,R+28,Thune,John,,,https://www.thune.senate.gov,511 Dirksen Senate Office Building Washington DC 20510,202-224-2321,http://www.thune.senate.gov/public/index.cfm/contact,http://www.thune.senate.gov/public/index.cfm/rss/feed,,johnthune,UCRu6lpRfxhkDGUrKDgQNZYQ,T000250,1534.0,N00004572,S303,"S2SD00068,H6SD00085",45552.0,400546,398.0,John Thune,,29754.0,John Thune,united states senator from south dakota,27672.0
81,Mike Rounds,M,sen,SD,,,R,RoundsforSenate,SenatorRounds,R+31,R+28,Rounds,Mike,,,https://www.rounds.senate.gov,502 Hart Senate Office Building Washington DC 20510,202-224-5842,https://www.rounds.senate.gov/contact/email-mike,,SenatorMikeRounds,,UC-pvzimyBdpdkcIfsicrfrQ,R000605,2288.0,N00035187,S381,S4SD00049,78317.0,412669,7455.0,Mike Rounds,,41505.0,Mike Rounds,senator for south dakota ,2568.0
82,Marsha Blackburn,F,sen,TN,,,R,MarshaSays,MarshaBlackburn,R+28,R+28,Blackburn,Marsha,W.,,https://www.blackburn.senate.gov,357 Dirksen Senate Office Building Washington DC 20510,202-224-3344,https://www.blackburn.senate.gov/email-me,,marshablackburn,RepMarshaBlackburn,UCvNnmu5mUm7xr8QXBlbtQ9w,B001243,1748.0,N00003105,S396,"H2TN06030,S8TN00337",31226.0,400032,25186.0,Marsha Blackburn,,20351.0,Marsha Blackburn,personal account  wife  mom of 2  grandmom to 3  chief mama in charge  us senator from tn  author of the mind of a conservative woman \xf0\x9f\x91\x87,6005.0
83,Bill Hagerty,M,sen,TN,,,R,BillHagertyTN,SenatorHagerty,R+28,R+28,Hagerty,Bill,Francis,,https://www.hagerty.senate.gov,B11 Russell Senate Office Building Washington DC 20510,202-224-4944,https://www.hagerty.senate.gov,,,,,H000601,,,S407,S0TN00169,,456798,128466.0,Bill Hagerty,,,Bill Hagerty (politician),father  husband  proud tennessean  senator to the great state of tn  former us amb  to japan   realdonaldtrump transition leader   tn victory chair,25500.0
84,John Cornyn,M,sen,TX,,,R,TeamCornyn,JohnCornyn,R+17,R+17,Cornyn,John,,,https://www.cornyn.senate.gov,517 Hart Senate Office Building Washington DC 20510,202-224-2934,https://www.cornyn.senate.gov/contact,http://www.cornyn.senate.gov/public/?a=rss.feed,sen.johncornyn,senjohncornyn,UCyQwLQavlOaJ64YuY_VMtiQ,C001056,1692.0,N00024852,S287,S2TX00106,93131.0,300027,15375.0,John Cornyn,,40305.0,John Cornyn,official campaign handle for texans for senator john cornyn  inc  all tweets by the campaign team ,5806.0
85,Ted Cruz,M,sen,TX,,,R,tedcruz,SenTedCruz,R+17,R+17,Cruz,Ted,,,https://www.cruz.senate.gov,127A Russell Senate Office Building Washington DC 20510,202-224-5922,https://www.cruz.senate.gov/?p=form&id=16,,SenatorTedCruz,sentedcruz,UCOTZ-6H1rri1lSsj6IzhUyw,C001098,2175.0,N00033085,S355,S2TX00312,1019953.0,412573,135705.0,Ted Cruz,,41304.0,Ted Cruz,father of two   heidiscruz s husband  fighter for liberty  representing the great state of texas in the u s  senate ,4356340.0
86,Mike Lee,M,sen,UT,,,R,MikeLeeforUtah,SenMikeLee,R+31,R+30,Lee,Mike,,,https://www.lee.senate.gov/public,361A Russell Senate Office Building Washington DC 20510,202-224-5444,https://www.lee.senate.gov/public/index.cfm/contact,http://www.lee.senate.gov/public/index.cfm/rss/feed,senatormikelee,senatormikelee,UCplVxs_j_sLAt0fkplXcl4A,L000577,2080.0,N00031696,S346,S0UT00165,9267977.0,412495,66395.0,Mike Lee,,41110.0,Mike Lee (American politician),united states senator for the great state of utah- official campaign account ,5210.0
